epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,batch_size,epoch_time,eval_time,memory_allocated,memory_reserved,gradient_diversity
164,0.013042699620127678,99.942,0.0097370636343956,"tensor(70.1000, device='cuda:0')",0.0008000000000000003,2048,0,2.242515802383423,147.67,39058.0,0.0
165,0.013061951771378517,99.952,0.009665215188264846,"tensor(70.1100, device='cuda:0')",0.0008000000000000003,2048,0,2.236758232116699,147.67,39058.0,0.0
166,0.013001184575259686,99.95,0.009747315567731858,"tensor(70.1400, device='cuda:0')",0.0008000000000000003,2048,0,2.2299978733062744,147.67,39058.0,0.0
167,0.012525220587849616,99.954,0.009691858953237533,"tensor(70.0600, device='cuda:0')",0.0008000000000000003,2048,0,2.239950656890869,147.67,39058.0,0.0
168,0.01307536855340004,99.936,0.009712270480394363,"tensor(70.1100, device='cuda:0')",0.0008000000000000003,2048,0,2.2250919342041016,147.67,39058.0,0.0
169,0.013065909072756766,99.96,0.009692716974020004,"tensor(70.0500, device='cuda:0')",0.0008000000000000003,2048,0,2.226457357406616,147.67,39058.0,0.0
170,0.013204892091453075,99.956,0.009750201672315597,"tensor(70.1500, device='cuda:0')",0.0008000000000000003,2048,0,2.247997522354126,147.67,39058.0,1.9717
171,0.012960824519395828,99.948,0.009640233957767487,"tensor(70.0900, device='cuda:0')",0.0008000000000000003,2048,0,2.2299692630767822,147.67,39058.0,0.0
172,0.012950396537780762,99.948,0.009752697324752807,"tensor(70.1600, device='cuda:0')",0.0008000000000000003,2048,0,2.2175047397613525,147.67,39058.0,0.0
173,0.012930756509304047,99.944,0.009728453475236893,"tensor(70.1100, device='cuda:0')",0.0008000000000000003,2048,0,2.245824098587036,147.67,39058.0,0.0
174,0.01297203741967678,99.942,0.009818709129095077,"tensor(70.0500, device='cuda:0')",0.0008000000000000003,2048,0,2.244621515274048,147.67,39058.0,0.0
175,0.0133523640781641,99.948,0.00974489039182663,"tensor(70.0900, device='cuda:0')",0.0008000000000000003,2048,0,2.2620155811309814,147.67,39058.0,0.0
176,0.01297561377286911,99.948,0.009734506922960282,"tensor(70.0900, device='cuda:0')",0.0008000000000000003,2048,0,2.2385671138763428,147.67,39058.0,0.0
